"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"1948","Lvl","Inside","Gilbert","1Fam","7","5",1999,"Y",873,778,7,1,"Y",185900
"1949","Lvl","Inside","NAmes","1Fam","5","5",1959,"Y",1188,0,6,0,"Y",142000
"1950","Lvl","Inside","Gilbert","1Fam","6","5",2007,"Y",768,728,7,0,"Y",181755
"1951","Lvl","Inside","NAmes","1Fam","6","6",1968,"Y",952,0,5,0,"Y",128500
"1952","Lvl","Inside","OldTown","1Fam","5","6",1959,"Y",984,0,5,0,"N",110000
"1953","Lvl","Inside","CollgCr","1Fam","8","5",1999,"Y",1004,848,7,2,"Y",230000
"1954","Lvl","Inside","NAmes","1Fam","6","7",1966,"Y",1165,0,6,0,"Y",174900
"1955","Lvl","Inside","Gilbert","1Fam","6","5",2006,"Y",1326,0,6,0,"Y",174190
"1956","Lvl","CulDSac","NAmes","1Fam","5","5",1961,"Y",1187,0,6,1,"Y",140500
"1957","Lvl","Inside","NAmes","1Fam","5","5",1953,"Y",1210,0,7,0,"Y",102900
"1958","Lvl","Corner","CollgCr","1Fam","7","5",2007,"Y",1316,0,6,1,"Y",200141
"1959","Lvl","Inside","BrDale","TwnhsE","5","5",1971,"Y",765,600,6,0,"Y",122500
"1960","Lvl","Inside","Somerst","1Fam","7","5",2005,"Y",1113,858,8,1,"Y",253000
"1961","Lvl","Inside","Gilbert","1Fam","7","5",2002,"Y",864,1131,8,1,"Y",219500
"1962","HLS","Inside","OldTown","1Fam","7","8",1946,"Y",707,682,6,2,"P",135000
"1963","Lvl","Inside","Blmngtn","TwnhsE","7","5",2004,"Y",1548,0,7,1,"Y",225000
"1964","Lvl","Inside","OldTown","2fmCon","4","6",1885,"Y",1246,1044,11,0,"N",122500
"1965","Lvl","Inside","Sawyer","1Fam","6","8",1963,"Y",1068,0,6,0,"Y",154500
"1966","Lvl","Inside","OldTown","1Fam","6","5",1962,"Y",1611,875,8,1,"Y",220000
"1967","Lvl","Inside","NAmes","1Fam","6","5",1950,"N",765,368,5,0,"Y",128500
"1968","Lvl","Inside","OldTown","1Fam","10","9",1893,"Y",1521,1254,9,1,"Y",325000
"1969","Lvl","Corner","BrkSide","1Fam","6","7",1929,"Y",950,208,5,1,"Y",120000
"1970","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",955,919,8,1,"Y",297900
"1971","Lvl","Inside","Somerst","1Fam","7","5",2005,"Y",756,797,6,0,"Y",186500
"1972","Lvl","Inside","Veenker","1Fam","8","9",1977,"Y",1694,0,5,1,"Y",318750
"1973","Lvl","Inside","BrDale","Twnhs","6","5",1973,"Y",483,504,5,0,"Y",103400
"1974","Lvl","Inside","OldTown","2fmCon","6","7",1905,"N",1221,691,7,1,"Y",163000
"1975","Low","Inside","Mitchel","1Fam","5","5",1977,"Y",1126,0,5,1,"P",160000
"1976","Lvl","Inside","OldTown","1Fam","5","6",1920,"Y",1060,185,6,0,"Y",100000
"1977","Lvl","Inside","NWAmes","1Fam","6","6",1975,"Y",1109,766,8,1,"Y",184500
"1978","Lvl","Inside","Blmngtn","TwnhsE","8","5",2003,"Y",1456,0,7,1,"Y",215000
"1979","Lvl","Inside","Sawyer","2fmCon","5","5",1968,"N",890,0,5,0,"Y",115000
"1980","Bnk","Inside","Crawfor","1Fam","6","6",1926,"Y",672,644,6,1,"P",145000
"1981","Lvl","Corner","NridgHt","1Fam","8","5",2004,"Y",1618,0,6,1,"Y",252000
"1982","Lvl","Inside","NAmes","1Fam","5","6",1964,"Y",720,720,7,1,"Y",157500
"1983","HLS","Inside","Crawfor","TwnhsE","8","5",2007,"Y",1648,0,5,1,"Y",230000
"1984","HLS","Inside","StoneBr","TwnhsE","9","5",2006,"Y",1612,0,6,1,"Y",319900
"1985","Lvl","Inside","NoRidge","1Fam","7","5",1996,"Y",1383,1015,8,1,"Y",315750
"1986","HLS","CulDSac","Gilbert","1Fam","9","5",2006,"Y",1746,0,7,2,"Y",377500
"1987","Lvl","Inside","CollgCr","1Fam","7","5",2002,"Y",1444,0,6,0,"Y",203000
"1988","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",955,925,8,1,"Y",310013
"1989","Lvl","Inside","Crawfor","1Fam","4","5",1922,"Y",1180,0,5,1,"Y",137500
"1990","Lvl","Inside","Sawyer","1Fam","6","5",1960,"Y",1138,0,6,1,"Y",148000
"1991","Lvl","Inside","Blmngtn","1Fam","7","5",2007,"Y",1266,0,6,1,"Y",159895
"1992","Lvl","Inside","Gilbert","1Fam","7","5",2004,"Y",1119,0,5,0,"Y",188500
"1993","Lvl","Inside","Gilbert","1Fam","6","5",2007,"Y",752,752,6,0,"Y",166000
"1994","Lvl","Corner","NAmes","1Fam","5","6",1954,"Y",1008,0,4,1,"Y",137000
"1995","Lvl","FR3","Mitchel","TwnhsE","6","5",1996,"Y",936,0,3,0,"Y",140000
"1996","Lvl","Inside","NoRidge","1Fam","8","5",1994,"Y",1305,1189,9,1,"Y",321000
"1997","Lvl","Inside","Edwards","1Fam","4","6",1963,"Y",1088,0,4,0,"P",110000
"1998","Lvl","Inside","Edwards","Twnhs","7","5",2004,"Y",970,739,7,0,"Y",137500
"1999","Lvl","Inside","OldTown","1Fam","6","8",1912,"Y",780,780,7,0,"N",159900
"2000","Lvl","FR2","Mitchel","TwnhsE","6","5",1998,"Y",1204,0,5,0,"Y",162000
